relpath,orig_split,label,filename,group_id,fold,role,path
train/demodicosis/2024-05-13-132428_2_jpg.rf.142d87e44634d7e3f4c39b9376f90ad3.jpg,train,demodicosis,2024-05-13-132428_2_jpg.rf.142d87e44634d7e3f4c39b9376f90ad3.jpg,g00006,1,test,new_data/train/demodicosis/2024-05-13-132428_2_jpg.rf.142d87e44634d7e3f4c39b9376f90ad3.jpg
train/demodicosis/2024-05-13-132428_2_jpg.rf.410cc30a18c9870068ae71388c935b44.jpg,train,demodicosis,2024-05-13-132428_2_jpg.rf.410cc30a18c9870068ae71388c935b44.jpg,g00006,1,test,new_data/train/demodicosis/2024-05-13-132428_2_jpg.rf.410cc30a18c9870068ae71388c935b44.jpg
train/demodicosis/2024-05-13-132428_3_jpg.rf.03de3dee8c1a385ceb96faf434a4fb5c.jpg,train,demodicosis,2024-05-13-132428_3_jpg.rf.03de3dee8c1a385ceb96faf434a4fb5c.jpg,g00006,1,test,new_data/train/demodicosis/2024-05-13-132428_3_jpg.rf.03de3dee8c1a385ceb96faf434a4fb5c.jpg
train/demodicosis/2024-05-13-132428_3_jpg.rf.403f0b7c107e6368123b986ba0d14137.jpg,train,demodicosis,2024-05-13-132428_3_jpg.rf.403f0b7c107e6368123b986ba0d14137.jpg,g00006,1,test,new_data/train/demodicosis/2024-05-13-132428_3_jpg.rf.403f0b7c107e6368123b986ba0d14137.jpg
train/demodicosis/2024-05-13-132428_3_jpg.rf.703e9426be02208f03d963516217d89e.jpg,train,demodicosis,2024-05-13-132428_3_jpg.rf.703e9426be02208f03d963516217d89e.jpg,g00006,1,test,new_data/train/demodicosis/2024-05-13-132428_3_jpg.rf.703e9426be02208f03d963516217d89e.jpg
train/demodicosis/2024-05-13-132428_3_jpg.rf.ece0de14396535adf663254a0f4f96aa.jpg,train,demodicosis,2024-05-13-132428_3_jpg.rf.ece0de14396535adf663254a0f4f96aa.jpg,g00006,1,test,new_data/train/demodicosis/2024-05-13-132428_3_jpg.rf.ece0de14396535adf663254a0f4f96aa.jpg
train/demodicosis/2024-05-13-132731_3_jpg.rf.12d0facc2840672281235357501f17ed.jpg,train,demodicosis,2024-05-13-132731_3_jpg.rf.12d0facc2840672281235357501f17ed.jpg,g00011,1,test,new_data/train/demodicosis/2024-05-13-132731_3_jpg.rf.12d0facc2840672281235357501f17ed.jpg
train/demodicosis/2024-05-13-132731_3_jpg.rf.4631cc2baa55bda509b4f4d33dfefa60.jpg,train,demodicosis,2024-05-13-132731_3_jpg.rf.4631cc2baa55bda509b4f4d33dfefa60.jpg,g00011,1,test,new_data/train/demodicosis/2024-05-13-132731_3_jpg.rf.4631cc2baa55bda509b4f4d33dfefa60.jpg
train/demodicosis/2024-05-13-132731_3_jpg.rf.51b32708d1ead6bef905361eb7024207.jpg,train,demodicosis,2024-05-13-132731_3_jpg.rf.51b32708d1ead6bef905361eb7024207.jpg,g00011,1,test,new_data/train/demodicosis/2024-05-13-132731_3_jpg.rf.51b32708d1ead6bef905361eb7024207.jpg
train/demodicosis/2024-05-13-132731_3_jpg.rf.5e74381875b32535a8ab39febaca613f.jpg,train,demodicosis,2024-05-13-132731_3_jpg.rf.5e74381875b32535a8ab39febaca613f.jpg,g00011,1,test,new_data/train/demodicosis/2024-05-13-132731_3_jpg.rf.5e74381875b32535a8ab39febaca613f.jpg
train/demodicosis/2024-05-13-132731_3_jpg.rf.8832086aed9c6a002f6ed346c2cfad24.jpg,train,demodicosis,2024-05-13-132731_3_jpg.rf.8832086aed9c6a002f6ed346c2cfad24.jpg,g00011,1,test,new_data/train/demodicosis/2024-05-13-132731_3_jpg.rf.8832086aed9c6a002f6ed346c2cfad24.jpg
train/demodicosis/2024-05-13-132807_1_jpg.rf.1d8007cc37a57c42631e94f93b97e0b8.jpg,train,demodicosis,2024-05-13-132807_1_jpg.rf.1d8007cc37a57c42631e94f93b97e0b8.jpg,g00012,1,test,new_data/train/demodicosis/2024-05-13-132807_1_jpg.rf.1d8007cc37a57c42631e94f93b97e0b8.jpg
train/demodicosis/2024-05-13-132807_1_jpg.rf.2c0ec768bb737148481572a6d7e402fe.jpg,train,demodicosis,2024-05-13-132807_1_jpg.rf.2c0ec768bb737148481572a6d7e402fe.jpg,g00012,1,test,new_data/train/demodicosis/2024-05-13-132807_1_jpg.rf.2c0ec768bb737148481572a6d7e402fe.jpg
train/demodicosis/2024-05-13-132807_1_jpg.rf.7161be6962b6163cf7a35bbe7ca0575f.jpg,train,demodicosis,2024-05-13-132807_1_jpg.rf.7161be6962b6163cf7a35bbe7ca0575f.jpg,g00012,1,test,new_data/train/demodicosis/2024-05-13-132807_1_jpg.rf.7161be6962b6163cf7a35bbe7ca0575f.jpg
train/demodicosis/2024-05-13-132807_1_jpg.rf.a00d4ff8dff4a19bdfb597a14062c227.jpg,train,demodicosis,2024-05-13-132807_1_jpg.rf.a00d4ff8dff4a19bdfb597a14062c227.jpg,g00012,1,test,new_data/train/demodicosis/2024-05-13-132807_1_jpg.rf.a00d4ff8dff4a19bdfb597a14062c227.jpg
train/demodicosis/2024-05-13-132807_1_jpg.rf.d4e62216424ab03cb6f3866ea33efe61.jpg,train,demodicosis,2024-05-13-132807_1_jpg.rf.d4e62216424ab03cb6f3866ea33efe61.jpg,g00012,1,test,new_data/train/demodicosis/2024-05-13-132807_1_jpg.rf.d4e62216424ab03cb6f3866ea33efe61.jpg
train/demodicosis/2024-05-13-132858_2_jpg.rf.cd6ef8326f2f8c262987231dba043b82.jpg,train,demodicosis,2024-05-13-132858_2_jpg.rf.cd6ef8326f2f8c262987231dba043b82.jpg,g00013,1,test,new_data/train/demodicosis/2024-05-13-132858_2_jpg.rf.cd6ef8326f2f8c262987231dba043b82.jpg
train/demodicosis/2024-05-13-132858_4_jpg.rf.3fddeeaae22b24c68ebd05cf70920bdf.jpg,train,demodicosis,2024-05-13-132858_4_jpg.rf.3fddeeaae22b24c68ebd05cf70920bdf.jpg,g00013,1,test,new_data/train/demodicosis/2024-05-13-132858_4_jpg.rf.3fddeeaae22b24c68ebd05cf70920bdf.jpg
train/demodicosis/2024-05-13-132858_4_jpg.rf.7afef4e8e5dd3d55913393805f36edf4.jpg,train,demodicosis,2024-05-13-132858_4_jpg.rf.7afef4e8e5dd3d55913393805f36edf4.jpg,g00013,1,test,new_data/train/demodicosis/2024-05-13-132858_4_jpg.rf.7afef4e8e5dd3d55913393805f36edf4.jpg
