relpath,orig_split,label,filename,group_id,fold,role,path
train/demodicosis/2024-05-13-131919_jpg.rf.dee3ad789089de9aada9c0174de4ff1b.jpg,train,demodicosis,2024-05-13-131919_jpg.rf.dee3ad789089de9aada9c0174de4ff1b.jpg,g00000,0,test,new_data/train/demodicosis/2024-05-13-131919_jpg.rf.dee3ad789089de9aada9c0174de4ff1b.jpg
train/demodicosis/2024-05-13-131919_jpg.rf.edd6c1196937706c4a61d2da83b158ae.jpg,train,demodicosis,2024-05-13-131919_jpg.rf.edd6c1196937706c4a61d2da83b158ae.jpg,g00000,0,test,new_data/train/demodicosis/2024-05-13-131919_jpg.rf.edd6c1196937706c4a61d2da83b158ae.jpg
train/demodicosis/2024-05-13-131950_1_jpg.rf.3a5c86600d1a9b5617d772da21b48c2d.jpg,train,demodicosis,2024-05-13-131950_1_jpg.rf.3a5c86600d1a9b5617d772da21b48c2d.jpg,g00002,0,test,new_data/train/demodicosis/2024-05-13-131950_1_jpg.rf.3a5c86600d1a9b5617d772da21b48c2d.jpg
train/demodicosis/2024-05-13-131950_1_jpg.rf.7bacaff4153913786352f156d13f815a.jpg,train,demodicosis,2024-05-13-131950_1_jpg.rf.7bacaff4153913786352f156d13f815a.jpg,g00002,0,test,new_data/train/demodicosis/2024-05-13-131950_1_jpg.rf.7bacaff4153913786352f156d13f815a.jpg
train/demodicosis/2024-05-13-131950_1_jpg.rf.971ac4837cd748baa8e8bbb38aa0f1d0.jpg,train,demodicosis,2024-05-13-131950_1_jpg.rf.971ac4837cd748baa8e8bbb38aa0f1d0.jpg,g00002,0,test,new_data/train/demodicosis/2024-05-13-131950_1_jpg.rf.971ac4837cd748baa8e8bbb38aa0f1d0.jpg
train/demodicosis/2024-05-13-131950_1_jpg.rf.ed42c2dffce407af9b5aa9a85bb16e0a.jpg,train,demodicosis,2024-05-13-131950_1_jpg.rf.ed42c2dffce407af9b5aa9a85bb16e0a.jpg,g00002,0,test,new_data/train/demodicosis/2024-05-13-131950_1_jpg.rf.ed42c2dffce407af9b5aa9a85bb16e0a.jpg
train/demodicosis/2024-05-13-131950_1_jpg.rf.fd6dc7bccaab51245212318712ae07bd.jpg,train,demodicosis,2024-05-13-131950_1_jpg.rf.fd6dc7bccaab51245212318712ae07bd.jpg,g00002,0,test,new_data/train/demodicosis/2024-05-13-131950_1_jpg.rf.fd6dc7bccaab51245212318712ae07bd.jpg
train/demodicosis/2024-05-13-131950_2_jpg.rf.09c69ecb526d88ffbf407ebaaf295fce.jpg,train,demodicosis,2024-05-13-131950_2_jpg.rf.09c69ecb526d88ffbf407ebaaf295fce.jpg,g00002,0,test,new_data/train/demodicosis/2024-05-13-131950_2_jpg.rf.09c69ecb526d88ffbf407ebaaf295fce.jpg
train/demodicosis/2024-05-13-131950_2_jpg.rf.f846b3bf049c4ebd1b983bb333275bfc.jpg,train,demodicosis,2024-05-13-131950_2_jpg.rf.f846b3bf049c4ebd1b983bb333275bfc.jpg,g00002,0,test,new_data/train/demodicosis/2024-05-13-131950_2_jpg.rf.f846b3bf049c4ebd1b983bb333275bfc.jpg
train/demodicosis/2024-05-13-132545_1_jpg.rf.01eb55974e1956d667e156d55e1451e9.jpg,train,demodicosis,2024-05-13-132545_1_jpg.rf.01eb55974e1956d667e156d55e1451e9.jpg,g00008,0,test,new_data/train/demodicosis/2024-05-13-132545_1_jpg.rf.01eb55974e1956d667e156d55e1451e9.jpg
