relpath,orig_split,label,filename,group_id,fold,role,path
train/demodicosis/2024-05-13-131932_1_jpg.rf.6b60162f0eb03f5897106665c84a549c.jpg,train,demodicosis,2024-05-13-131932_1_jpg.rf.6b60162f0eb03f5897106665c84a549c.jpg,g00001,4,test,new_data/train/demodicosis/2024-05-13-131932_1_jpg.rf.6b60162f0eb03f5897106665c84a549c.jpg
train/demodicosis/2024-05-13-131932_1_jpg.rf.95cd36c45f02dc370cd9185835d146d2.jpg,train,demodicosis,2024-05-13-131932_1_jpg.rf.95cd36c45f02dc370cd9185835d146d2.jpg,g00001,4,test,new_data/train/demodicosis/2024-05-13-131932_1_jpg.rf.95cd36c45f02dc370cd9185835d146d2.jpg
train/demodicosis/2024-05-13-131932_1_jpg.rf.ea363ef831924712a8bca573017afbe9.jpg,train,demodicosis,2024-05-13-131932_1_jpg.rf.ea363ef831924712a8bca573017afbe9.jpg,g00001,4,test,new_data/train/demodicosis/2024-05-13-131932_1_jpg.rf.ea363ef831924712a8bca573017afbe9.jpg
train/demodicosis/2024-05-13-131932_1_jpg.rf.f19b076f60347a8be343aa49884ff094.jpg,train,demodicosis,2024-05-13-131932_1_jpg.rf.f19b076f60347a8be343aa49884ff094.jpg,g00001,4,test,new_data/train/demodicosis/2024-05-13-131932_1_jpg.rf.f19b076f60347a8be343aa49884ff094.jpg
train/demodicosis/2024-05-13-132508_1_jpg.rf.5511eae5e948895b7fd1ccc1528f1e61.jpg,train,demodicosis,2024-05-13-132508_1_jpg.rf.5511eae5e948895b7fd1ccc1528f1e61.jpg,g00007,4,test,new_data/train/demodicosis/2024-05-13-132508_1_jpg.rf.5511eae5e948895b7fd1ccc1528f1e61.jpg
train/demodicosis/2024-05-13-132508_1_jpg.rf.8a2ed535a675f8e52c750fa73deed583.jpg,train,demodicosis,2024-05-13-132508_1_jpg.rf.8a2ed535a675f8e52c750fa73deed583.jpg,g00007,4,test,new_data/train/demodicosis/2024-05-13-132508_1_jpg.rf.8a2ed535a675f8e52c750fa73deed583.jpg
train/demodicosis/2024-05-13-132508_1_jpg.rf.941f9c93d00747f0cba7c455bf5e783d.jpg,train,demodicosis,2024-05-13-132508_1_jpg.rf.941f9c93d00747f0cba7c455bf5e783d.jpg,g00007,4,test,new_data/train/demodicosis/2024-05-13-132508_1_jpg.rf.941f9c93d00747f0cba7c455bf5e783d.jpg
train/demodicosis/2024-05-13-132508_1_jpg.rf.f209ee50b5148a0e54b58e2e871cc9f2.jpg,train,demodicosis,2024-05-13-132508_1_jpg.rf.f209ee50b5148a0e54b58e2e871cc9f2.jpg,g00007,4,test,new_data/train/demodicosis/2024-05-13-132508_1_jpg.rf.f209ee50b5148a0e54b58e2e871cc9f2.jpg
train/demodicosis/2024-05-13-132627_1_jpg.rf.3b433b5e90675ce7e8f5846442aa0705.jpg,train,demodicosis,2024-05-13-132627_1_jpg.rf.3b433b5e90675ce7e8f5846442aa0705.jpg,g00009,4,test,new_data/train/demodicosis/2024-05-13-132627_1_jpg.rf.3b433b5e90675ce7e8f5846442aa0705.jpg
train/demodicosis/2024-05-13-132627_1_jpg.rf.66defea4ed5a4b6817829b2892ee85b2.jpg,train,demodicosis,2024-05-13-132627_1_jpg.rf.66defea4ed5a4b6817829b2892ee85b2.jpg,g00009,4,test,new_data/train/demodicosis/2024-05-13-132627_1_jpg.rf.66defea4ed5a4b6817829b2892ee85b2.jpg
train/demodicosis/2024-05-13-132627_1_jpg.rf.6e8013920ebd1a9de3264c0254804072.jpg,train,demodicosis,2024-05-13-132627_1_jpg.rf.6e8013920ebd1a9de3264c0254804072.jpg,g00009,4,test,new_data/train/demodicosis/2024-05-13-132627_1_jpg.rf.6e8013920ebd1a9de3264c0254804072.jpg
train/demodicosis/2024-05-13-132627_4_jpg.rf.a3c23d1bf5f5c32474dbcd069c0a9ca9.jpg,train,demodicosis,2024-05-13-132627_4_jpg.rf.a3c23d1bf5f5c32474dbcd069c0a9ca9.jpg,g00009,4,test,new_data/train/demodicosis/2024-05-13-132627_4_jpg.rf.a3c23d1bf5f5c32474dbcd069c0a9ca9.jpg
train/demodicosis/2024-05-13-132935_1_jpg.rf.30a9241e5d436217a47c6c14bd6c21ec.jpg,train,demodicosis,2024-05-13-132935_1_jpg.rf.30a9241e5d436217a47c6c14bd6c21ec.jpg,g00014,4,test,new_data/train/demodicosis/2024-05-13-132935_1_jpg.rf.30a9241e5d436217a47c6c14bd6c21ec.jpg
train/demodicosis/2024-05-13-132935_1_jpg.rf.6f45622b632214e322213e2d588d8753.jpg,train,demodicosis,2024-05-13-132935_1_jpg.rf.6f45622b632214e322213e2d588d8753.jpg,g00014,4,test,new_data/train/demodicosis/2024-05-13-132935_1_jpg.rf.6f45622b632214e322213e2d588d8753.jpg
train/demodicosis/2024-05-13-132935_1_jpg.rf.d1ab226eeda65cb5a86f47bf665f0f33.jpg,train,demodicosis,2024-05-13-132935_1_jpg.rf.d1ab226eeda65cb5a86f47bf665f0f33.jpg,g00014,4,test,new_data/train/demodicosis/2024-05-13-132935_1_jpg.rf.d1ab226eeda65cb5a86f47bf665f0f33.jpg
train/demodicosis/2024-05-13-132935_2_jpg.rf.a10652ead36ed0387a0090be615fba1a.jpg,train,demodicosis,2024-05-13-132935_2_jpg.rf.a10652ead36ed0387a0090be615fba1a.jpg,g00014,4,test,new_data/train/demodicosis/2024-05-13-132935_2_jpg.rf.a10652ead36ed0387a0090be615fba1a.jpg
train/demodicosis/2024-05-13-132935_2_jpg.rf.b696243a747b6efa082abd454d143400.jpg,train,demodicosis,2024-05-13-132935_2_jpg.rf.b696243a747b6efa082abd454d143400.jpg,g00014,4,test,new_data/train/demodicosis/2024-05-13-132935_2_jpg.rf.b696243a747b6efa082abd454d143400.jpg
train/demodicosis/2024-05-13-132935_2_jpg.rf.caf1f4325390954a41b01fed173a7e1e.jpg,train,demodicosis,2024-05-13-132935_2_jpg.rf.caf1f4325390954a41b01fed173a7e1e.jpg,g00014,4,test,new_data/train/demodicosis/2024-05-13-132935_2_jpg.rf.caf1f4325390954a41b01fed173a7e1e.jpg
train/demodicosis/2024-05-13-132935_2_jpg.rf.d86b2a6318e60a88a6c8189ba2d5dbe1.jpg,train,demodicosis,2024-05-13-132935_2_jpg.rf.d86b2a6318e60a88a6c8189ba2d5dbe1.jpg,g00014,4,test,new_data/train/demodicosis/2024-05-13-132935_2_jpg.rf.d86b2a6318e60a88a6c8189ba2d5dbe1.jpg
train/demodicosis/2024-05-13-132935_4_jpg.rf.391c6871dc71ccde872b4c32ff2b246b.jpg,train,demodicosis,2024-05-13-132935_4_jpg.rf.391c6871dc71ccde872b4c32ff2b246b.jpg,g00014,4,test,new_data/train/demodicosis/2024-05-13-132935_4_jpg.rf.391c6871dc71ccde872b4c32ff2b246b.jpg
train/demodicosis/2024-05-13-133332_2_jpg.rf.0511f47b9c49346519d4be9956f550e2.jpg,train,demodicosis,2024-05-13-133332_2_jpg.rf.0511f47b9c49346519d4be9956f550e2.jpg,g00020,4,test,new_data/train/demodicosis/2024-05-13-133332_2_jpg.rf.0511f47b9c49346519d4be9956f550e2.jpg
train/demodicosis/2024-05-13-133920_2_jpg.rf.209bfc33517335c76a8ba012b0155ab3.jpg,train,demodicosis,2024-05-13-133920_2_jpg.rf.209bfc33517335c76a8ba012b0155ab3.jpg,g00025,4,test,new_data/train/demodicosis/2024-05-13-133920_2_jpg.rf.209bfc33517335c76a8ba012b0155ab3.jpg
train/demodicosis/2024-05-13-133920_2_jpg.rf.532c525a400c5b24c563cb6b7967d77e.jpg,train,demodicosis,2024-05-13-133920_2_jpg.rf.532c525a400c5b24c563cb6b7967d77e.jpg,g00025,4,test,new_data/train/demodicosis/2024-05-13-133920_2_jpg.rf.532c525a400c5b24c563cb6b7967d77e.jpg
train/demodicosis/2024-05-13-133920_2_jpg.rf.a0cd4397dc01032257d495b6680476dc.jpg,train,demodicosis,2024-05-13-133920_2_jpg.rf.a0cd4397dc01032257d495b6680476dc.jpg,g00025,4,test,new_data/train/demodicosis/2024-05-13-133920_2_jpg.rf.a0cd4397dc01032257d495b6680476dc.jpg
train/demodicosis/2024-05-13-133920_2_jpg.rf.b2b31e81edffc7db05069c2f5cad6d1e.jpg,train,demodicosis,2024-05-13-133920_2_jpg.rf.b2b31e81edffc7db05069c2f5cad6d1e.jpg,g00025,4,test,new_data/train/demodicosis/2024-05-13-133920_2_jpg.rf.b2b31e81edffc7db05069c2f5cad6d1e.jpg
train/demodicosis/2024-05-13-134005_2_jpg.rf.33364d81dd35d162632a45d9f6aa3169.jpg,train,demodicosis,2024-05-13-134005_2_jpg.rf.33364d81dd35d162632a45d9f6aa3169.jpg,g00027,4,test,new_data/train/demodicosis/2024-05-13-134005_2_jpg.rf.33364d81dd35d162632a45d9f6aa3169.jpg
train/demodicosis/2024-05-13-134005_2_jpg.rf.7fa91a1d5006e30bcabd0101e86a5c2a.jpg,train,demodicosis,2024-05-13-134005_2_jpg.rf.7fa91a1d5006e30bcabd0101e86a5c2a.jpg,g00027,4,test,new_data/train/demodicosis/2024-05-13-134005_2_jpg.rf.7fa91a1d5006e30bcabd0101e86a5c2a.jpg
train/demodicosis/2024-05-13-134153_3_jpg.rf.2e0de8c6f8885be8baab96cb57805005.jpg,train,demodicosis,2024-05-13-134153_3_jpg.rf.2e0de8c6f8885be8baab96cb57805005.jpg,g00030,4,test,new_data/train/demodicosis/2024-05-13-134153_3_jpg.rf.2e0de8c6f8885be8baab96cb57805005.jpg
train/demodicosis/2024-05-13-134153_3_jpg.rf.366cbd2e8a324f24f0061a01e3282085.jpg,train,demodicosis,2024-05-13-134153_3_jpg.rf.366cbd2e8a324f24f0061a01e3282085.jpg,g00030,4,test,new_data/train/demodicosis/2024-05-13-134153_3_jpg.rf.366cbd2e8a324f24f0061a01e3282085.jpg
train/demodicosis/2024-05-13-134153_3_jpg.rf.4aa8d78c535405e7308ca4a0c73a5357.jpg,train,demodicosis,2024-05-13-134153_3_jpg.rf.4aa8d78c535405e7308ca4a0c73a5357.jpg,g00030,4,test,new_data/train/demodicosis/2024-05-13-134153_3_jpg.rf.4aa8d78c535405e7308ca4a0c73a5357.jpg
train/demodicosis/2024-05-13-134153_3_jpg.rf.a75635e43e8c0283e7998ec10f7efa25.jpg,train,demodicosis,2024-05-13-134153_3_jpg.rf.a75635e43e8c0283e7998ec10f7efa25.jpg,g00030,4,test,new_data/train/demodicosis/2024-05-13-134153_3_jpg.rf.a75635e43e8c0283e7998ec10f7efa25.jpg
train/demodicosis/2024-05-13-134258_3_jpg.rf.17711a7d2a659561fabfa45ac5744e5d.jpg,train,demodicosis,2024-05-13-134258_3_jpg.rf.17711a7d2a659561fabfa45ac5744e5d.jpg,g00032,4,test,new_data/train/demodicosis/2024-05-13-134258_3_jpg.rf.17711a7d2a659561fabfa45ac5744e5d.jpg
train/demodicosis/2024-05-13-134258_3_jpg.rf.4ff89d2671469a1a44966ddf2b375b5a.jpg,train,demodicosis,2024-05-13-134258_3_jpg.rf.4ff89d2671469a1a44966ddf2b375b5a.jpg,g00032,4,test,new_data/train/demodicosis/2024-05-13-134258_3_jpg.rf.4ff89d2671469a1a44966ddf2b375b5a.jpg
train/demodicosis/2024-05-13-134258_3_jpg.rf.d33d4e9c8ad4e76efffc99a37f2913fd.jpg,train,demodicosis,2024-05-13-134258_3_jpg.rf.d33d4e9c8ad4e76efffc99a37f2913fd.jpg,g00032,4,test,new_data/train/demodicosis/2024-05-13-134258_3_jpg.rf.d33d4e9c8ad4e76efffc99a37f2913fd.jpg
train/demodicosis/2024-05-13-134258_3_jpg.rf.d9269c22bfaf077baf94b312d8476880.jpg,train,demodicosis,2024-05-13-134258_3_jpg.rf.d9269c22bfaf077baf94b312d8476880.jpg,g00032,4,test,new_data/train/demodicosis/2024-05-13-134258_3_jpg.rf.d9269c22bfaf077baf94b312d8476880.jpg
train/demodicosis/2024-05-13-134258_3_jpg.rf.fe68f2d49a58ff575160f0838b7860e8.jpg,train,demodicosis,2024-05-13-134258_3_jpg.rf.fe68f2d49a58ff575160f0838b7860e8.jpg,g00032,4,test,new_data/train/demodicosis/2024-05-13-134258_3_jpg.rf.fe68f2d49a58ff575160f0838b7860e8.jpg
train/demodicosis/2024-05-13-134258_4_jpg.rf.5dadc68ae0b6201220f16c86f9087f89.jpg,train,demodicosis,2024-05-13-134258_4_jpg.rf.5dadc68ae0b6201220f16c86f9087f89.jpg,g00032,4,test,new_data/train/demodicosis/2024-05-13-134258_4_jpg.rf.5dadc68ae0b6201220f16c86f9087f89.jpg
train/demodicosis/2024-05-13-134258_4_jpg.rf.8b43075ade1b9292675d77106c1d160b.jpg,train,demodicosis,2024-05-13-134258_4_jpg.rf.8b43075ade1b9292675d77106c1d160b.jpg,g00032,4,test,new_data/train/demodicosis/2024-05-13-134258_4_jpg.rf.8b43075ade1b9292675d77106c1d160b.jpg
train/demodicosis/2024-05-13-134258_4_jpg.rf.a1803eb2fd589cab2aec965a90f0145a.jpg,train,demodicosis,2024-05-13-134258_4_jpg.rf.a1803eb2fd589cab2aec965a90f0145a.jpg,g00032,4,test,new_data/train/demodicosis/2024-05-13-134258_4_jpg.rf.a1803eb2fd589cab2aec965a90f0145a.jpg
train/demodicosis/2024-05-13-134258_4_jpg.rf.e524c9da8af4a5ad7d3ffa71a9faeaa8.jpg,train,demodicosis,2024-05-13-134258_4_jpg.rf.e524c9da8af4a5ad7d3ffa71a9faeaa8.jpg,g00032,4,test,new_data/train/demodicosis/2024-05-13-134258_4_jpg.rf.e524c9da8af4a5ad7d3ffa71a9faeaa8.jpg
train/dermatitis/1000010494_x16_jpg.rf.fe49297687e00b5a9466a811f868a1b3.jpg,train,dermatitis,1000010494_x16_jpg.rf.fe49297687e00b5a9466a811f868a1b3.jpg,g00035,4,test,new_data/train/dermatitis/1000010494_x16_jpg.rf.fe49297687e00b5a9466a811f868a1b3.jpg
train/dermatitis/1000010518_x4_jpg.rf.de88455a40a4ceac846773d4926b651d.jpg,train,dermatitis,1000010518_x4_jpg.rf.de88455a40a4ceac846773d4926b651d.jpg,g00040,4,test,new_data/train/dermatitis/1000010518_x4_jpg.rf.de88455a40a4ceac846773d4926b651d.jpg
train/dermatitis/1000010518_x4_jpg.rf.f3d23735f6f7454d6023797b4315472d.jpg,train,dermatitis,1000010518_x4_jpg.rf.f3d23735f6f7454d6023797b4315472d.jpg,g00040,4,test,new_data/train/dermatitis/1000010518_x4_jpg.rf.f3d23735f6f7454d6023797b4315472d.jpg
train/dermatitis/1000010597_x4_jpg.rf.95bc0f66f299b8cc287444668275b29b.jpg,train,dermatitis,1000010597_x4_jpg.rf.95bc0f66f299b8cc287444668275b29b.jpg,g00052,4,test,new_data/train/dermatitis/1000010597_x4_jpg.rf.95bc0f66f299b8cc287444668275b29b.jpg
train/dermatitis/1000010597_x4_jpg.rf.c43d63eefafc1db5ffa08202508a7089.jpg,train,dermatitis,1000010597_x4_jpg.rf.c43d63eefafc1db5ffa08202508a7089.jpg,g00052,4,test,new_data/train/dermatitis/1000010597_x4_jpg.rf.c43d63eefafc1db5ffa08202508a7089.jpg
train/dermatitis/1000010626_x4_jpg.rf.98d0edce89c5c21c07a80450b65cddc0.jpg,train,dermatitis,1000010626_x4_jpg.rf.98d0edce89c5c21c07a80450b65cddc0.jpg,g00057,4,test,new_data/train/dermatitis/1000010626_x4_jpg.rf.98d0edce89c5c21c07a80450b65cddc0.jpg
train/dermatitis/1000010626_x4_jpg.rf.d4b358b3976a143e2ac3a7fc1b3634a0.jpg,train,dermatitis,1000010626_x4_jpg.rf.d4b358b3976a143e2ac3a7fc1b3634a0.jpg,g00057,4,test,new_data/train/dermatitis/1000010626_x4_jpg.rf.d4b358b3976a143e2ac3a7fc1b3634a0.jpg
train/dermatitis/1000010653_x16_jpg.rf.c41fd4c2006313113381d511600e9713.jpg,train,dermatitis,1000010653_x16_jpg.rf.c41fd4c2006313113381d511600e9713.jpg,g00063,4,test,new_data/train/dermatitis/1000010653_x16_jpg.rf.c41fd4c2006313113381d511600e9713.jpg
train/dermatitis/1000010683_x4_jpg.rf.34e0fa74183d8dea884189d793d27c23.jpg,train,dermatitis,1000010683_x4_jpg.rf.34e0fa74183d8dea884189d793d27c23.jpg,g00067,4,test,new_data/train/dermatitis/1000010683_x4_jpg.rf.34e0fa74183d8dea884189d793d27c23.jpg
train/dermatitis/1000010725_x16_jpg.rf.dfd3cdd394e26d64994aa5aba961ae9b.jpg,train,dermatitis,1000010725_x16_jpg.rf.dfd3cdd394e26d64994aa5aba961ae9b.jpg,g00074,4,test,new_data/train/dermatitis/1000010725_x16_jpg.rf.dfd3cdd394e26d64994aa5aba961ae9b.jpg
train/dermatitis/1000010727_x4_jpg.rf.3a1e5190f6216a8246305a3827f11aa2.jpg,train,dermatitis,1000010727_x4_jpg.rf.3a1e5190f6216a8246305a3827f11aa2.jpg,g00075,4,test,new_data/train/dermatitis/1000010727_x4_jpg.rf.3a1e5190f6216a8246305a3827f11aa2.jpg
train/dermatitis/1000010727_x4_jpg.rf.50de603a20345a6fa20bfc9b01b66cbb.jpg,train,dermatitis,1000010727_x4_jpg.rf.50de603a20345a6fa20bfc9b01b66cbb.jpg,g00075,4,test,new_data/train/dermatitis/1000010727_x4_jpg.rf.50de603a20345a6fa20bfc9b01b66cbb.jpg
train/dermatitis/1000010753_x16_jpg.rf.1e376b66eb303b8242b8d5c993ca52eb.jpg,train,dermatitis,1000010753_x16_jpg.rf.1e376b66eb303b8242b8d5c993ca52eb.jpg,g00079,4,test,new_data/train/dermatitis/1000010753_x16_jpg.rf.1e376b66eb303b8242b8d5c993ca52eb.jpg
train/dermatitis/1000010753_x16_jpg.rf.3f03f4573d4e41ceebb96f5478ce7d5f.jpg,train,dermatitis,1000010753_x16_jpg.rf.3f03f4573d4e41ceebb96f5478ce7d5f.jpg,g00079,4,test,new_data/train/dermatitis/1000010753_x16_jpg.rf.3f03f4573d4e41ceebb96f5478ce7d5f.jpg
train/dermatitis/1000010758_x16_jpg.rf.7ee3727f7f1880c035ae2ef07270bd60.jpg,train,dermatitis,1000010758_x16_jpg.rf.7ee3727f7f1880c035ae2ef07270bd60.jpg,g00080,4,test,new_data/train/dermatitis/1000010758_x16_jpg.rf.7ee3727f7f1880c035ae2ef07270bd60.jpg
