relpath,orig_split,label,filename,group_id
train/allergic_dermatitis/1000010494_x16_jpg.rf.e97f38b2dd98a9c6ebedabea7a5a4063.jpg,train,allergic_dermatitis,1000010494_x16_jpg.rf.e97f38b2dd98a9c6ebedabea7a5a4063.jpg,g00000
train/allergic_dermatitis/1000010494_x16_jpg.rf.fe49297687e00b5a9466a811f868a1b3.jpg,train,allergic_dermatitis,1000010494_x16_jpg.rf.fe49297687e00b5a9466a811f868a1b3.jpg,g00000
train/allergic_dermatitis/1000010502_x16_jpg.rf.071d194687f358f64effcb1bce9f54c2.jpg,train,allergic_dermatitis,1000010502_x16_jpg.rf.071d194687f358f64effcb1bce9f54c2.jpg,g00001
train/allergic_dermatitis/1000010502_x16_jpg.rf.d0bbfd5b456a693a465aa0410c84f487.jpg,train,allergic_dermatitis,1000010502_x16_jpg.rf.d0bbfd5b456a693a465aa0410c84f487.jpg,g00001
train/allergic_dermatitis/1000010509_x4_jpg.rf.fc460a87de4d38d031a036400b9740d7.jpg,train,allergic_dermatitis,1000010509_x4_jpg.rf.fc460a87de4d38d031a036400b9740d7.jpg,g00002
train/allergic_dermatitis/1000010511_x16_jpg.rf.aa51ccefb16a8d8fa3d97270b79a252d.jpg,train,allergic_dermatitis,1000010511_x16_jpg.rf.aa51ccefb16a8d8fa3d97270b79a252d.jpg,g00003
train/allergic_dermatitis/1000010512_x4_jpg.rf.3004a3bae48f44e885472c8501b139fc.jpg,train,allergic_dermatitis,1000010512_x4_jpg.rf.3004a3bae48f44e885472c8501b139fc.jpg,g00004
train/allergic_dermatitis/1000010516_x16_jpg.rf.3d6d05adc4e4c8d4d0e369b2ed820ea3.jpg,train,allergic_dermatitis,1000010516_x16_jpg.rf.3d6d05adc4e4c8d4d0e369b2ed820ea3.jpg,g00005
train/allergic_dermatitis/1000010516_x16_jpg.rf.e46486e3d9b6b9c0334fda1f5a68b63d.jpg,train,allergic_dermatitis,1000010516_x16_jpg.rf.e46486e3d9b6b9c0334fda1f5a68b63d.jpg,g00005
train/allergic_dermatitis/1000010518_x4_jpg.rf.de88455a40a4ceac846773d4926b651d.jpg,train,allergic_dermatitis,1000010518_x4_jpg.rf.de88455a40a4ceac846773d4926b651d.jpg,g00006
train/allergic_dermatitis/1000010518_x4_jpg.rf.f3d23735f6f7454d6023797b4315472d.jpg,train,allergic_dermatitis,1000010518_x4_jpg.rf.f3d23735f6f7454d6023797b4315472d.jpg,g00006
train/allergic_dermatitis/1000010523_x4_jpg.rf.bcc1f577fbc75539d8a906b847422bb5.jpg,train,allergic_dermatitis,1000010523_x4_jpg.rf.bcc1f577fbc75539d8a906b847422bb5.jpg,g00007
train/allergic_dermatitis/1000010523_x4_jpg.rf.da9737a813b07bb583859c5b3a76bd65.jpg,train,allergic_dermatitis,1000010523_x4_jpg.rf.da9737a813b07bb583859c5b3a76bd65.jpg,g00007
train/allergic_dermatitis/1000010525_x16_jpg.rf.662bef6d5caeac0f8e3a05c6c4d17647.jpg,train,allergic_dermatitis,1000010525_x16_jpg.rf.662bef6d5caeac0f8e3a05c6c4d17647.jpg,g00008
train/allergic_dermatitis/1000010525_x16_jpg.rf.9ad7fcc0dcf6f4bfafdbbbd896e0a2c7.jpg,train,allergic_dermatitis,1000010525_x16_jpg.rf.9ad7fcc0dcf6f4bfafdbbbd896e0a2c7.jpg,g00008
train/allergic_dermatitis/1000010532_x16_jpg.rf.53cebfb03b7ba234ebd93fd512e0faba.jpg,train,allergic_dermatitis,1000010532_x16_jpg.rf.53cebfb03b7ba234ebd93fd512e0faba.jpg,g00009
train/allergic_dermatitis/1000010535_x16_jpg.rf.3cee2630d069f4d6079f4cb23e5de3bf.jpg,train,allergic_dermatitis,1000010535_x16_jpg.rf.3cee2630d069f4d6079f4cb23e5de3bf.jpg,g00010
train/allergic_dermatitis/1000010535_x16_jpg.rf.484a5f4e29b8ccb1adeb99d9c307fedb.jpg,train,allergic_dermatitis,1000010535_x16_jpg.rf.484a5f4e29b8ccb1adeb99d9c307fedb.jpg,g00010
train/allergic_dermatitis/1000010543_x16_jpg.rf.8402028a9b7b12d79362a7e69c10c683.jpg,train,allergic_dermatitis,1000010543_x16_jpg.rf.8402028a9b7b12d79362a7e69c10c683.jpg,g00011
train/allergic_dermatitis/1000010554_x16_jpg.rf.687e2aaf0d69851968b27b07b7d42464.jpg,train,allergic_dermatitis,1000010554_x16_jpg.rf.687e2aaf0d69851968b27b07b7d42464.jpg,g00012
train/allergic_dermatitis/1000010558_x4_jpg.rf.f6ab9d05415f2cfb565271c01623943a.jpg,train,allergic_dermatitis,1000010558_x4_jpg.rf.f6ab9d05415f2cfb565271c01623943a.jpg,g00013
train/allergic_dermatitis/1000010569_x4_jpg.rf.8d79d9b92f8bf09fed9c92766e218e0e.jpg,train,allergic_dermatitis,1000010569_x4_jpg.rf.8d79d9b92f8bf09fed9c92766e218e0e.jpg,g00014
train/allergic_dermatitis/1000010569_x4_jpg.rf.ce0f75357fab5a349812d9511f082b3c.jpg,train,allergic_dermatitis,1000010569_x4_jpg.rf.ce0f75357fab5a349812d9511f082b3c.jpg,g00014
train/allergic_dermatitis/1000010573_x4_jpg.rf.96ec2b3ba651474233cb57d921a705fe.jpg,train,allergic_dermatitis,1000010573_x4_jpg.rf.96ec2b3ba651474233cb57d921a705fe.jpg,g00015
train/allergic_dermatitis/1000010575_x16_jpg.rf.9a7fe15b8f1e9bb16d821e5aec538e28.jpg,train,allergic_dermatitis,1000010575_x16_jpg.rf.9a7fe15b8f1e9bb16d821e5aec538e28.jpg,g00016
train/allergic_dermatitis/1000010575_x16_jpg.rf.9e875711170a4e13268141bdbbd96b9f.jpg,train,allergic_dermatitis,1000010575_x16_jpg.rf.9e875711170a4e13268141bdbbd96b9f.jpg,g00016
train/allergic_dermatitis/1000010579_x4_jpg.rf.8080892f088f6806a7764981432ac486.jpg,train,allergic_dermatitis,1000010579_x4_jpg.rf.8080892f088f6806a7764981432ac486.jpg,g00017
train/allergic_dermatitis/1000010580_x4_jpg.rf.4dd059c8e086c20e513c4f6ecc9ccfa3.jpg,train,allergic_dermatitis,1000010580_x4_jpg.rf.4dd059c8e086c20e513c4f6ecc9ccfa3.jpg,g00018
train/allergic_dermatitis/1000010580_x4_jpg.rf.5c62fe5185790fd457568380ccca6cdc.jpg,train,allergic_dermatitis,1000010580_x4_jpg.rf.5c62fe5185790fd457568380ccca6cdc.jpg,g00018
train/allergic_dermatitis/1000010586_x4_jpg.rf.31b092c1f8b325b12e11486353241de7.jpg,train,allergic_dermatitis,1000010586_x4_jpg.rf.31b092c1f8b325b12e11486353241de7.jpg,g00019
train/allergic_dermatitis/1000010590_x4_jpg.rf.9843399fb71504a23eba237b6b4336d1.jpg,train,allergic_dermatitis,1000010590_x4_jpg.rf.9843399fb71504a23eba237b6b4336d1.jpg,g00020
train/allergic_dermatitis/1000010590_x4_jpg.rf.dda1571b8f11986f41afdd1c31073d5b.jpg,train,allergic_dermatitis,1000010590_x4_jpg.rf.dda1571b8f11986f41afdd1c31073d5b.jpg,g00020
train/allergic_dermatitis/1000010592_x4_jpg.rf.3cc0e2fc397d6db64fd4920b2b18a086.jpg,train,allergic_dermatitis,1000010592_x4_jpg.rf.3cc0e2fc397d6db64fd4920b2b18a086.jpg,g00021
train/allergic_dermatitis/1000010592_x4_jpg.rf.d0e76993aa0e70a90a20cfa0d675c4b6.jpg,train,allergic_dermatitis,1000010592_x4_jpg.rf.d0e76993aa0e70a90a20cfa0d675c4b6.jpg,g00021
train/allergic_dermatitis/1000010593_x4_jpg.rf.514b917061518ce63b8a60344de888bd.jpg,train,allergic_dermatitis,1000010593_x4_jpg.rf.514b917061518ce63b8a60344de888bd.jpg,g00022
train/allergic_dermatitis/1000010596_x4_jpg.rf.9f5b1e07397cab1e6854dc5ff43b3d5c.jpg,train,allergic_dermatitis,1000010596_x4_jpg.rf.9f5b1e07397cab1e6854dc5ff43b3d5c.jpg,g00023
train/allergic_dermatitis/1000010597_x4_jpg.rf.95bc0f66f299b8cc287444668275b29b.jpg,train,allergic_dermatitis,1000010597_x4_jpg.rf.95bc0f66f299b8cc287444668275b29b.jpg,g00024
train/allergic_dermatitis/1000010597_x4_jpg.rf.c43d63eefafc1db5ffa08202508a7089.jpg,train,allergic_dermatitis,1000010597_x4_jpg.rf.c43d63eefafc1db5ffa08202508a7089.jpg,g00024
train/allergic_dermatitis/1000010600_x4_jpg.rf.361df7e0a91317870bc5f1dff6e6d4cd.jpg,train,allergic_dermatitis,1000010600_x4_jpg.rf.361df7e0a91317870bc5f1dff6e6d4cd.jpg,g00025
train/allergic_dermatitis/1000010601_x4_jpg.rf.3ff7e2d8e43193fe401a78e113286ccb.jpg,train,allergic_dermatitis,1000010601_x4_jpg.rf.3ff7e2d8e43193fe401a78e113286ccb.jpg,g00026
train/allergic_dermatitis/1000010607_x4_jpg.rf.707d0ea62814b26868c2aada3a86c04b.jpg,train,allergic_dermatitis,1000010607_x4_jpg.rf.707d0ea62814b26868c2aada3a86c04b.jpg,g00027
train/allergic_dermatitis/1000010607_x4_jpg.rf.bd6b45744afbc428789584f4f15cd51b.jpg,train,allergic_dermatitis,1000010607_x4_jpg.rf.bd6b45744afbc428789584f4f15cd51b.jpg,g00027
train/allergic_dermatitis/1000010610_x4_jpg.rf.951907bcf26fa94b6f7d5b8e665d995c.jpg,train,allergic_dermatitis,1000010610_x4_jpg.rf.951907bcf26fa94b6f7d5b8e665d995c.jpg,g00028
train/allergic_dermatitis/1000010614_x4_jpg.rf.50d805bcf55721e33d6f90a500d65566.jpg,train,allergic_dermatitis,1000010614_x4_jpg.rf.50d805bcf55721e33d6f90a500d65566.jpg,g00029
train/allergic_dermatitis/1000010614_x4_jpg.rf.779443a1243db25a6a0dcc31775cdee6.jpg,train,allergic_dermatitis,1000010614_x4_jpg.rf.779443a1243db25a6a0dcc31775cdee6.jpg,g00029
train/allergic_dermatitis/1000010617_x4_jpg.rf.7e7594181767720f959742c779323026.jpg,train,allergic_dermatitis,1000010617_x4_jpg.rf.7e7594181767720f959742c779323026.jpg,g00030
train/allergic_dermatitis/1000010617_x4_jpg.rf.e560c43c920c3f0d7351ed03388af519.jpg,train,allergic_dermatitis,1000010617_x4_jpg.rf.e560c43c920c3f0d7351ed03388af519.jpg,g00030
train/allergic_dermatitis/1000010626_x4_jpg.rf.98d0edce89c5c21c07a80450b65cddc0.jpg,train,allergic_dermatitis,1000010626_x4_jpg.rf.98d0edce89c5c21c07a80450b65cddc0.jpg,g00031
train/allergic_dermatitis/1000010626_x4_jpg.rf.d4b358b3976a143e2ac3a7fc1b3634a0.jpg,train,allergic_dermatitis,1000010626_x4_jpg.rf.d4b358b3976a143e2ac3a7fc1b3634a0.jpg,g00031
train/allergic_dermatitis/1000010628_x4_jpg.rf.32c6d2d5e8276f1ed372061bf0e560e3.jpg,train,allergic_dermatitis,1000010628_x4_jpg.rf.32c6d2d5e8276f1ed372061bf0e560e3.jpg,g00032
train/allergic_dermatitis/1000010628_x4_jpg.rf.ca7ba650abc1ebb04999eba1364c17a2.jpg,train,allergic_dermatitis,1000010628_x4_jpg.rf.ca7ba650abc1ebb04999eba1364c17a2.jpg,g00032
train/allergic_dermatitis/1000010634_x4_jpg.rf.1f174881698ffe9ef5dc0b015846d13f.jpg,train,allergic_dermatitis,1000010634_x4_jpg.rf.1f174881698ffe9ef5dc0b015846d13f.jpg,g00033
train/allergic_dermatitis/1000010634_x4_jpg.rf.8b6561f716328015ea1617411bb17423.jpg,train,allergic_dermatitis,1000010634_x4_jpg.rf.8b6561f716328015ea1617411bb17423.jpg,g00033
train/allergic_dermatitis/1000010639_x16_jpg.rf.6867878bb126f7621bf4a9faf3c8af88.jpg,train,allergic_dermatitis,1000010639_x16_jpg.rf.6867878bb126f7621bf4a9faf3c8af88.jpg,g00034
train/allergic_dermatitis/1000010639_x16_jpg.rf.911fa718109a41115aa7cce6de81829f.jpg,train,allergic_dermatitis,1000010639_x16_jpg.rf.911fa718109a41115aa7cce6de81829f.jpg,g00034
train/allergic_dermatitis/1000010646_x16_jpg.rf.05b1e5056d2b66dcafffa5bc34d31bd7.jpg,train,allergic_dermatitis,1000010646_x16_jpg.rf.05b1e5056d2b66dcafffa5bc34d31bd7.jpg,g00035
train/allergic_dermatitis/1000010646_x16_jpg.rf.a0e4e390d3da2f68bcac970cdab3865c.jpg,train,allergic_dermatitis,1000010646_x16_jpg.rf.a0e4e390d3da2f68bcac970cdab3865c.jpg,g00035
