relpath,orig_split,label,filename,group_id,fold,role
train/demodicosis/2024-05-13-131932_1_jpg.rf.6b60162f0eb03f5897106665c84a549c.jpg,train,demodicosis,2024-05-13-131932_1_jpg.rf.6b60162f0eb03f5897106665c84a549c.jpg,g00001,0,train
train/demodicosis/2024-05-13-131932_1_jpg.rf.95cd36c45f02dc370cd9185835d146d2.jpg,train,demodicosis,2024-05-13-131932_1_jpg.rf.95cd36c45f02dc370cd9185835d146d2.jpg,g00001,0,train
train/demodicosis/2024-05-13-131932_1_jpg.rf.ea363ef831924712a8bca573017afbe9.jpg,train,demodicosis,2024-05-13-131932_1_jpg.rf.ea363ef831924712a8bca573017afbe9.jpg,g00001,0,train
train/demodicosis/2024-05-13-131932_1_jpg.rf.f19b076f60347a8be343aa49884ff094.jpg,train,demodicosis,2024-05-13-131932_1_jpg.rf.f19b076f60347a8be343aa49884ff094.jpg,g00001,0,train
train/demodicosis/2024-05-13-132116_2_jpg.rf.049985389a208c49f971b70cc405fe01.jpg,train,demodicosis,2024-05-13-132116_2_jpg.rf.049985389a208c49f971b70cc405fe01.jpg,g00003,0,train
train/demodicosis/2024-05-13-132153_1_jpg.rf.4d9d07e7af9e15f11f59f1968e57c030.jpg,train,demodicosis,2024-05-13-132153_1_jpg.rf.4d9d07e7af9e15f11f59f1968e57c030.jpg,g00004,0,train
train/demodicosis/2024-05-13-132153_1_jpg.rf.54cdca376cfed85ccfb34ce0ba8bbc33.jpg,train,demodicosis,2024-05-13-132153_1_jpg.rf.54cdca376cfed85ccfb34ce0ba8bbc33.jpg,g00004,0,train
train/demodicosis/2024-05-13-132153_1_jpg.rf.d1072bf6df36317cc726999bc5e9ae29.jpg,train,demodicosis,2024-05-13-132153_1_jpg.rf.d1072bf6df36317cc726999bc5e9ae29.jpg,g00004,0,train
train/demodicosis/2024-05-13-132153_1_jpg.rf.e0eea5011db6d1d2a982ce10d8f2f8b3.jpg,train,demodicosis,2024-05-13-132153_1_jpg.rf.e0eea5011db6d1d2a982ce10d8f2f8b3.jpg,g00004,0,train
train/demodicosis/2024-05-13-132153_2_jpg.rf.05c2821cfe4a42c83172079d0edb1051.jpg,train,demodicosis,2024-05-13-132153_2_jpg.rf.05c2821cfe4a42c83172079d0edb1051.jpg,g00004,0,train
train/demodicosis/2024-05-13-132153_2_jpg.rf.12d0584edb46ab271c52cbe3c109797b.jpg,train,demodicosis,2024-05-13-132153_2_jpg.rf.12d0584edb46ab271c52cbe3c109797b.jpg,g00004,0,train
train/demodicosis/2024-05-13-132153_2_jpg.rf.4e05f8483e8a56dfee6132d82eaed894.jpg,train,demodicosis,2024-05-13-132153_2_jpg.rf.4e05f8483e8a56dfee6132d82eaed894.jpg,g00004,0,train
train/demodicosis/2024-05-13-132153_3_jpg.rf.09b16900e634331d9fa6d1f7fc5e33ef.jpg,train,demodicosis,2024-05-13-132153_3_jpg.rf.09b16900e634331d9fa6d1f7fc5e33ef.jpg,g00004,0,train
train/demodicosis/2024-05-13-132153_3_jpg.rf.81ed6e01c38683c60a357d2ab62be850.jpg,train,demodicosis,2024-05-13-132153_3_jpg.rf.81ed6e01c38683c60a357d2ab62be850.jpg,g00004,0,train
train/demodicosis/2024-05-13-132153_3_jpg.rf.aec61fd374b1c8597f6400e1d0a8e48e.jpg,train,demodicosis,2024-05-13-132153_3_jpg.rf.aec61fd374b1c8597f6400e1d0a8e48e.jpg,g00004,0,train
train/demodicosis/2024-05-13-132153_4_jpg.rf.3ee671f07cdcae03dc55b62167cf22f8.jpg,train,demodicosis,2024-05-13-132153_4_jpg.rf.3ee671f07cdcae03dc55b62167cf22f8.jpg,g00004,0,train
train/demodicosis/2024-05-13-132153_4_jpg.rf.43e62b223ce5a2a75782a1f69ae5af96.jpg,train,demodicosis,2024-05-13-132153_4_jpg.rf.43e62b223ce5a2a75782a1f69ae5af96.jpg,g00004,0,train
train/demodicosis/2024-05-13-132153_4_jpg.rf.8be058b5aa920258c60b3d4a0e19c812.jpg,train,demodicosis,2024-05-13-132153_4_jpg.rf.8be058b5aa920258c60b3d4a0e19c812.jpg,g00004,0,train
train/demodicosis/2024-05-13-132428_2_jpg.rf.142d87e44634d7e3f4c39b9376f90ad3.jpg,train,demodicosis,2024-05-13-132428_2_jpg.rf.142d87e44634d7e3f4c39b9376f90ad3.jpg,g00006,0,train
train/demodicosis/2024-05-13-132428_2_jpg.rf.410cc30a18c9870068ae71388c935b44.jpg,train,demodicosis,2024-05-13-132428_2_jpg.rf.410cc30a18c9870068ae71388c935b44.jpg,g00006,0,train
train/demodicosis/2024-05-13-132428_3_jpg.rf.03de3dee8c1a385ceb96faf434a4fb5c.jpg,train,demodicosis,2024-05-13-132428_3_jpg.rf.03de3dee8c1a385ceb96faf434a4fb5c.jpg,g00006,0,train
train/demodicosis/2024-05-13-132428_3_jpg.rf.403f0b7c107e6368123b986ba0d14137.jpg,train,demodicosis,2024-05-13-132428_3_jpg.rf.403f0b7c107e6368123b986ba0d14137.jpg,g00006,0,train
train/demodicosis/2024-05-13-132428_3_jpg.rf.703e9426be02208f03d963516217d89e.jpg,train,demodicosis,2024-05-13-132428_3_jpg.rf.703e9426be02208f03d963516217d89e.jpg,g00006,0,train
train/demodicosis/2024-05-13-132428_3_jpg.rf.ece0de14396535adf663254a0f4f96aa.jpg,train,demodicosis,2024-05-13-132428_3_jpg.rf.ece0de14396535adf663254a0f4f96aa.jpg,g00006,0,train
train/demodicosis/2024-05-13-132508_1_jpg.rf.5511eae5e948895b7fd1ccc1528f1e61.jpg,train,demodicosis,2024-05-13-132508_1_jpg.rf.5511eae5e948895b7fd1ccc1528f1e61.jpg,g00007,0,train
